INFO-New Info Session
INFO-[107.0044444444431, -50.311111111111074]
INFO-[107.28888888888754, -50.311111111111074]
INFO-[107.57333333333199, -50.311111111111074]
INFO-[107.85777777777643, -50.311111111111074]
INFO-[108.14222222222088, -50.311111111111074]
INFO-[108.42666666666533, -50.311111111111074]
INFO-[108.71111111110977, -50.311111111111074]
INFO-[108.99555555555422, -50.311111111111074]
INFO-[109.27999999999867, -50.311111111111074]
INFO-[109.56444444444311, -50.311111111111074]
INFO-[109.84888888888756, -50.311111111111074]
INFO-[110.133333333332, -50.311111111111074]
INFO-[110.41777777777645, -50.311111111111074]
INFO-[110.7022222222209, -50.311111111111074]
INFO-[110.98666666666534, -50.311111111111074]
INFO-[111.27111111110979, -50.311111111111074]
INFO-[111.55555555555424, -50.311111111111074]
INFO-[111.83999999999868, -50.311111111111074]
INFO-[112.12444444444313, -50.311111111111074]
INFO-[112.40888888888757, -50.311111111111074]
INFO-[112.69333333333202, -50.311111111111074]
INFO-[112.97777777777647, -50.311111111111074]
INFO-[113.26222222222091, -50.311111111111074]
INFO-[113.54666666666536, -50.311111111111074]
INFO-[113.8311111111098, -50.311111111111074]
INFO-[114.11555555555425, -50.311111111111074]
INFO-[114.3999999999987, -50.311111111111074]
INFO-[114.68444444444314, -50.311111111111074]
INFO-[114.96888888888759, -50.311111111111074]
INFO-[115.25333333333204, -50.311111111111074]
INFO-[115.53777777777648, -50.311111111111074]
INFO-[115.82222222222093, -50.311111111111074]
INFO-[116.10666666666538, -50.311111111111074]
INFO-[116.39111111110982, -50.311111111111074]
INFO-[116.67555555555427, -50.311111111111074]
INFO-[116.95999999999871, -50.311111111111074]
INFO-[117.24444444444316, -50.311111111111074]
INFO-[117.52888888888761, -50.311111111111074]
INFO-[117.81333333333205, -50.311111111111074]
INFO-[118.0977777777765, -50.311111111111074]
INFO-[118.38222222222095, -50.311111111111074]
INFO-[118.66666666666539, -50.311111111111074]
INFO-[118.95111111110984, -50.311111111111074]
INFO-[119.23555555555428, -50.311111111111074]
INFO-[119.51999999999873, -50.311111111111074]
INFO-[119.80444444444318, -50.311111111111074]
INFO-[120.08888888888762, -50.311111111111074]
INFO-[120.37333333333207, -50.311111111111074]
INFO-[120.65777777777652, -50.311111111111074]
INFO-[120.94222222222096, -50.311111111111074]
INFO-[121.22666666666541, -50.311111111111074]
INFO-[121.51111111110986, -50.311111111111074]
INFO-[121.7955555555543, -50.311111111111074]
INFO-[122.07999999999875, -50.311111111111074]
INFO-[122.3644444444432, -50.311111111111074]
INFO-[122.64888888888764, -50.311111111111074]
INFO-[122.93333333333209, -50.311111111111074]
INFO-[123.21777777777653, -50.311111111111074]
INFO-[123.50222222222098, -50.311111111111074]
INFO-[123.78666666666543, -50.311111111111074]
INFO-[124.07111111110987, -50.311111111111074]
INFO-[124.35555555555432, -50.311111111111074]
INFO-[124.63999999999876, -50.311111111111074]
INFO-[124.92444444444321, -50.311111111111074]
INFO-[125.20888888888766, -50.311111111111074]
INFO-[125.4933333333321, -50.311111111111074]
INFO-[125.77777777777655, -50.311111111111074]
INFO-[126.062222222221, -50.311111111111074]
INFO-[126.34666666666544, -50.311111111111074]
INFO-[126.63111111110989, -50.311111111111074]
INFO-[126.91555555555433, -50.311111111111074]
INFO-[127.19999999999878, -50.311111111111074]
INFO-[127.48444444444323, -50.311111111111074]
INFO-[127.76888888888767, -50.311111111111074]
INFO-[128.05333333333212, -50.311111111111074]
INFO-[128.33777777777655, -50.311111111111074]
INFO-[128.62222222222098, -50.311111111111074]
INFO-[128.90666666666542, -50.311111111111074]
INFO-[129.19111111110985, -50.311111111111074]
INFO-[129.47555555555428, -50.311111111111074]
INFO-[129.7599999999987, -50.311111111111074]
INFO-[130.04444444444314, -50.311111111111074]
INFO-[130.32888888888758, -50.311111111111074]
INFO-[130.613333333332, -50.311111111111074]
INFO-[130.89777777777644, -50.311111111111074]
INFO-[131.18222222222087, -50.311111111111074]
INFO-[131.4666666666653, -50.311111111111074]
INFO-[131.75111111110974, -50.311111111111074]
INFO-[132.03555555555417, -50.311111111111074]
INFO-[132.3199999999986, -50.311111111111074]
INFO-[132.60444444444303, -50.311111111111074]
INFO-[132.88888888888746, -50.311111111111074]
INFO-[133.1733333333319, -50.311111111111074]
INFO-[133.45777777777633, -50.311111111111074]
INFO-[133.74222222222076, -50.311111111111074]
INFO-[134.0266666666652, -50.311111111111074]
INFO-[134.31111111110962, -50.311111111111074]
INFO-[134.59555555555406, -50.311111111111074]
INFO-[134.8799999999985, -50.311111111111074]
INFO-[135.16444444444292, -50.311111111111074]
INFO-[135.44888888888735, -50.311111111111074]
INFO-[135.73333333333179, -50.311111111111074]
INFO-[136.01777777777622, -50.311111111111074]
INFO-[136.30222222222065, -50.311111111111074]
INFO-[136.58666666666508, -50.311111111111074]
INFO-[136.8711111111095, -50.311111111111074]
INFO-[137.15555555555395, -50.311111111111074]
INFO-[137.43999999999838, -50.311111111111074]
INFO-[137.7244444444428, -50.311111111111074]
INFO-[138.00888888888724, -50.311111111111074]
INFO-[138.29333333333167, -50.311111111111074]
INFO-[138.5777777777761, -50.311111111111074]
INFO-[138.86222222222054, -50.311111111111074]
INFO-[139.14666666666497, -50.311111111111074]
INFO-[139.4311111111094, -50.311111111111074]
INFO-[139.71555555555383, -50.311111111111074]
INFO-[139.99999999999827, -50.311111111111074]
INFO-[140.2844444444427, -50.311111111111074]
INFO-[140.56888888888713, -50.311111111111074]
INFO-[140.85333333333156, -50.311111111111074]
INFO-[141.137777777776, -50.311111111111074]
INFO-[141.42222222222043, -50.311111111111074]
INFO-[141.70666666666486, -50.311111111111074]
INFO-[141.9911111111093, -50.311111111111074]
INFO-[142.27555555555372, -50.311111111111074]
INFO-[142.55999999999815, -50.311111111111074]
INFO-[142.8444444444426, -50.311111111111074]
INFO-[143.12888888888702, -50.311111111111074]
INFO-[143.41333333333145, -50.311111111111074]
INFO-[143.69777777777588, -50.311111111111074]
INFO-[143.98222222222032, -50.311111111111074]
INFO-[144.26666666666475, -50.311111111111074]
INFO-[144.55111111110918, -50.311111111111074]
INFO-[144.8355555555536, -50.311111111111074]
INFO-[145.11999999999804, -50.311111111111074]
INFO-[145.40444444444248, -50.311111111111074]
INFO-[145.6888888888869, -50.311111111111074]
INFO-[145.97333333333134, -50.311111111111074]
INFO-[146.25777777777577, -50.311111111111074]
INFO-[146.5422222222202, -50.311111111111074]
INFO-[146.82666666666464, -50.311111111111074]
INFO-[147.11111111110907, -50.311111111111074]
INFO-[147.3955555555535, -50.311111111111074]
INFO-[147.67999999999793, -50.311111111111074]
INFO-[147.96444444444236, -50.311111111111074]
INFO-[148.2488888888868, -50.311111111111074]
INFO-[148.53333333333123, -50.311111111111074]
INFO-[148.81777777777566, -50.311111111111074]
INFO-[149.1022222222201, -50.311111111111074]
INFO-[149.38666666666452, -50.311111111111074]
INFO-[149.67111111110896, -50.311111111111074]
INFO-[149.9555555555534, -50.311111111111074]
INFO-[150.23999999999782, -50.311111111111074]
INFO-[150.52444444444225, -50.311111111111074]
INFO-[150.80888888888668, -50.311111111111074]
INFO-[151.09333333333112, -50.311111111111074]
INFO-[151.37777777777555, -50.311111111111074]
INFO-[151.66222222221998, -50.311111111111074]
INFO-[151.9466666666644, -50.311111111111074]
INFO-[152.23111111110885, -50.311111111111074]
INFO-[152.51555555555328, -50.311111111111074]
INFO-[152.7999999999977, -50.311111111111074]
INFO-[153.08444444444214, -50.311111111111074]
INFO-[153.36888888888657, -50.311111111111074]
INFO-[153.653333333331, -50.311111111111074]
INFO-[153.93777777777544, -50.311111111111074]
INFO-[154.22222222221987, -50.311111111111074]
INFO-[154.5066666666643, -50.311111111111074]
INFO-[154.79111111110873, -50.311111111111074]
INFO-[155.07555555555317, -50.311111111111074]
INFO-[155.3599999999976, -50.311111111111074]
INFO-[155.64444444444203, -50.311111111111074]
INFO-[155.92888888888646, -50.311111111111074]
INFO-[156.2133333333309, -50.311111111111074]
INFO-[156.49777777777533, -50.311111111111074]
INFO-[156.78222222221976, -50.311111111111074]
INFO-[157.0666666666642, -50.311111111111074]
INFO-[157.35111111110862, -50.311111111111074]
INFO-[157.63555555555305, -50.311111111111074]
INFO-[157.9199999999975, -50.311111111111074]
INFO-[158.20444444444192, -50.311111111111074]
INFO-[158.48888888888635, -50.311111111111074]
INFO-[158.77333333333078, -50.311111111111074]
INFO-[159.05777777777521, -50.311111111111074]
INFO-[159.34222222221965, -50.311111111111074]
INFO-[159.62666666666408, -50.311111111111074]
INFO-[159.9111111111085, -50.311111111111074]
INFO-[160.19555555555294, -50.311111111111074]
INFO-[160.47999999999737, -50.311111111111074]
INFO-[160.7644444444418, -50.311111111111074]
INFO-[161.04888888888624, -50.311111111111074]
INFO-[161.33333333333067, -50.311111111111074]
INFO-[161.6177777777751, -50.311111111111074]
INFO-[161.90222222221954, -50.311111111111074]
INFO-[162.18666666666397, -50.311111111111074]
INFO-[162.4711111111084, -50.311111111111074]
INFO-[162.75555555555283, -50.311111111111074]
INFO-[163.03999999999726, -50.311111111111074]
INFO-[163.3244444444417, -50.311111111111074]
INFO-[163.60888888888613, -50.311111111111074]
INFO-[163.89333333333056, -50.311111111111074]
INFO-[164.177777777775, -50.311111111111074]
INFO-[164.46222222221942, -50.311111111111074]
INFO-[164.74666666666386, -50.311111111111074]
INFO-[165.0311111111083, -50.311111111111074]
INFO-[165.31555555555272, -50.311111111111074]
INFO-[165.59999999999715, -50.311111111111074]
INFO-[165.88444444444158, -50.311111111111074]
INFO-[166.16888888888602, -50.311111111111074]
INFO-[166.45333333333045, -50.311111111111074]
INFO-[166.73777777777488, -50.311111111111074]
INFO-[167.0222222222193, -50.311111111111074]
INFO-[167.30666666666374, -50.311111111111074]
INFO-[167.59111111110818, -50.311111111111074]
INFO-[167.8755555555526, -50.311111111111074]
INFO-[168.15999999999704, -50.311111111111074]
INFO-[168.44444444444147, -50.311111111111074]
INFO-[168.7288888888859, -50.311111111111074]
INFO-[169.01333333333034, -50.311111111111074]
INFO-[169.29777777777477, -50.311111111111074]
INFO-[169.5822222222192, -50.311111111111074]
INFO-[169.86666666666363, -50.311111111111074]
INFO-[170.15111111110807, -50.311111111111074]
INFO-[170.4355555555525, -50.311111111111074]
INFO-[170.71999999999693, -50.311111111111074]
INFO-[171.00444444444136, -50.311111111111074]
INFO-[171.2888888888858, -50.311111111111074]
INFO-[171.57333333333023, -50.311111111111074]
INFO-[171.85777777777466, -50.311111111111074]
INFO-[172.1422222222191, -50.311111111111074]
INFO-[172.42666666666352, -50.311111111111074]
INFO-[172.71111111110795, -50.311111111111074]
INFO-[172.9955555555524, -50.311111111111074]
INFO-[173.27999999999682, -50.311111111111074]
INFO-[173.56444444444125, -50.311111111111074]
INFO-[173.84888888888568, -50.311111111111074]
INFO-[174.1333333333301, -50.311111111111074]
INFO-[174.41777777777455, -50.311111111111074]
INFO-[174.70222222221898, -50.311111111111074]
INFO-[174.9866666666634, -50.311111111111074]
INFO-[175.27111111110784, -50.311111111111074]
INFO-[175.55555555555227, -50.311111111111074]
INFO-[175.8399999999967, -50.311111111111074]
INFO-[176.12444444444114, -50.311111111111074]
INFO-[176.40888888888557, -50.311111111111074]
INFO-[176.69333333333, -50.311111111111074]
INFO-[176.97777777777443, -50.311111111111074]
INFO-[177.26222222221887, -50.311111111111074]
INFO-[177.5466666666633, -50.311111111111074]
INFO-[177.83111111110773, -50.311111111111074]
INFO-[178.11555555555216, -50.311111111111074]
INFO-[178.3999999999966, -50.311111111111074]
INFO-[178.68444444444103, -50.311111111111074]
INFO-[178.96888888888546, -50.311111111111074]
INFO-[179.2533333333299, -50.311111111111074]
INFO-[179.53777777777432, -50.311111111111074]
INFO-[179.82222222221876, -50.311111111111074]
INFO-[-180, -50.02666666666663]
INFO-[-179.71555555555557, -50.02666666666663]
INFO-[-179.43111111111114, -50.02666666666663]
INFO-[-179.1466666666667, -50.02666666666663]
INFO-[-178.86222222222227, -50.02666666666663]
INFO-[-178.57777777777784, -50.02666666666663]
INFO-[-178.2933333333334, -50.02666666666663]
INFO-[-178.00888888888898, -50.02666666666663]
INFO-[-177.72444444444454, -50.02666666666663]
INFO-[-177.4400000000001, -50.02666666666663]
INFO-[-177.15555555555568, -50.02666666666663]
INFO-[-176.87111111111125, -50.02666666666663]
INFO-[-176.58666666666682, -50.02666666666663]
INFO-[-176.30222222222238, -50.02666666666663]
INFO-[-176.01777777777795, -50.02666666666663]
INFO-[-175.73333333333352, -50.02666666666663]
INFO-[-175.4488888888891, -50.02666666666663]
INFO-[-175.16444444444465, -50.02666666666663]
INFO-[-174.88000000000022, -50.02666666666663]
INFO-[-174.5955555555558, -50.02666666666663]
INFO-[-174.31111111111136, -50.02666666666663]
INFO-[-174.02666666666693, -50.02666666666663]
INFO-[-173.7422222222225, -50.02666666666663]
INFO-[-173.45777777777806, -50.02666666666663]
INFO-[-173.17333333333363, -50.02666666666663]
INFO-[-172.8888888888892, -50.02666666666663]
INFO-[-172.60444444444477, -50.02666666666663]
INFO-[-172.32000000000033, -50.02666666666663]
INFO-[-172.0355555555559, -50.02666666666663]
INFO-[-171.75111111111147, -50.02666666666663]
INFO-[-171.46666666666704, -50.02666666666663]
INFO-[-171.1822222222226, -50.02666666666663]
INFO-[-170.89777777777817, -50.02666666666663]
INFO-[-170.61333333333374, -50.02666666666663]
INFO-[-170.3288888888893, -50.02666666666663]
INFO-[-170.04444444444488, -50.02666666666663]
INFO-[-169.76000000000045, -50.02666666666663]
INFO-[-169.475555555556, -50.02666666666663]
INFO-[-169.19111111111158, -50.02666666666663]
INFO-[-168.90666666666715, -50.02666666666663]
INFO-[-168.62222222222272, -50.02666666666663]
INFO-[-168.33777777777829, -50.02666666666663]
INFO-[-168.05333333333385, -50.02666666666663]
INFO-[-167.76888888888942, -50.02666666666663]
INFO-[-167.484444444445, -50.02666666666663]
INFO-[-167.20000000000056, -50.02666666666663]
INFO-[-166.91555555555613, -50.02666666666663]
INFO-[-166.6311111111117, -50.02666666666663]
INFO-[-166.34666666666726, -50.02666666666663]
INFO-[-166.06222222222283, -50.02666666666663]
INFO-[-165.7777777777784, -50.02666666666663]
INFO-[-165.49333333333396, -50.02666666666663]
INFO-[-165.20888888888953, -50.02666666666663]
INFO-[-164.9244444444451, -50.02666666666663]
INFO-[-164.64000000000067, -50.02666666666663]
INFO-[-164.35555555555624, -50.02666666666663]
INFO-[-164.0711111111118, -50.02666666666663]
INFO-[-163.78666666666737, -50.02666666666663]
INFO-[-163.50222222222294, -50.02666666666663]
INFO-[-163.2177777777785, -50.02666666666663]
INFO-[-162.93333333333408, -50.02666666666663]
INFO-[-162.64888888888964, -50.02666666666663]
INFO-[-162.3644444444452, -50.02666666666663]
INFO-[-162.08000000000078, -50.02666666666663]
INFO-[-161.79555555555635, -50.02666666666663]
INFO-[-161.51111111111192, -50.02666666666663]
INFO-[-161.22666666666748, -50.02666666666663]
INFO-[-160.94222222222305, -50.02666666666663]
INFO-[-160.65777777777862, -50.02666666666663]
INFO-[-160.3733333333342, -50.02666666666663]
INFO-[-160.08888888888976, -50.02666666666663]
INFO-[-159.80444444444532, -50.02666666666663]
INFO-[-159.5200000000009, -50.02666666666663]
INFO-[-159.23555555555646, -50.02666666666663]
INFO-[-158.95111111111203, -50.02666666666663]
INFO-[-158.6666666666676, -50.02666666666663]
INFO-[-158.38222222222316, -50.02666666666663]
INFO-[-158.09777777777873, -50.02666666666663]
INFO-[-157.8133333333343, -50.02666666666663]
INFO-[-157.52888888888987, -50.02666666666663]
INFO-[-157.24444444444543, -50.02666666666663]
INFO-[-156.960000000001, -50.02666666666663]
INFO-[-156.67555555555657, -50.02666666666663]
INFO-[-156.39111111111214, -50.02666666666663]
INFO-[-156.1066666666677, -50.02666666666663]
INFO-[-155.82222222222327, -50.02666666666663]
INFO-[-155.53777777777884, -50.02666666666663]
INFO-[-155.2533333333344, -50.02666666666663]
INFO-[-154.96888888888998, -50.02666666666663]
INFO-[-154.68444444444555, -50.02666666666663]
INFO-[-154.4000000000011, -50.02666666666663]
INFO-[-154.11555555555668, -50.02666666666663]
INFO-[-153.83111111111225, -50.02666666666663]
INFO-[-153.54666666666782, -50.02666666666663]
INFO-[-153.2622222222234, -50.02666666666663]
INFO-[-152.97777777777895, -50.02666666666663]
INFO-[-152.69333333333452, -50.02666666666663]
INFO-[-152.4088888888901, -50.02666666666663]
INFO-[-152.12444444444566, -50.02666666666663]
INFO-[-151.84000000000123, -50.02666666666663]
INFO-[-151.5555555555568, -50.02666666666663]
INFO-[-151.27111111111236, -50.02666666666663]
INFO-[-150.98666666666793, -50.02666666666663]
INFO-[-150.7022222222235, -50.02666666666663]
INFO-[-150.41777777777907, -50.02666666666663]
INFO-[-150.13333333333463, -50.02666666666663]
INFO-[-149.8488888888902, -50.02666666666663]
INFO-[-149.56444444444577, -50.02666666666663]
INFO-[-149.28000000000134, -50.02666666666663]
INFO-[-148.9955555555569, -50.02666666666663]
INFO-[-148.71111111111247, -50.02666666666663]
INFO-[-148.42666666666804, -50.02666666666663]
